IMAGE 2142576 71a304da79909a7759fce2dad208883b8ee5cc6b7c54a4d16126a1801922855a
CRC VERIFIED 212992/356616 (19.5s)
CRC VERIFIED 217088/356616 (19.5s)
CRC VERIFIED 221184/356616 (19.5s)
CRC VERIFIED 225280/356616 (19.6s)
CRC VERIFIED 229376/356616 (19.6s)
CRC VERIFIED 233472/356616 (19.6s)
CRC VERIFIED 237568/356616 (19.6s)
CRC VERIFIED 241664/356616 (19.6s)
CRC VERIFIED 245760/356616 (19.6s)
CRC VERIFIED 249856/356616 (19.7s)
CRC VERIFIED 253952/356616 (19.7s)
CRC VERIFIED 258048/356616 (19.7s)
CRC VERIFIED 262144/356616 (19.7s)
CRC VERIFIED 266240/356616 (19.7s)
CRC VERIFIED 270336/356616 (19.8s)
CRC VERIFIED 274432/356616 (19.8s)
CRC VERIFIED 278528/356616 (19.8s)
CRC VERIFIED 282624/356616 (19.8s)
CRC VERIFIED 286720/356616 (19.8s)
CRC VERIFIED 290816/356616 (19.8s)
CRC VERIFIED 294912/356616 (19.8s)
CRC VERIFIED 299008/356616 (19.9s)
CRC VERIFIED 303104/356616 (19.9s)
CRC VERIFIED 307200/356616 (19.9s)
CRC VERIFIED 311296/356616 (19.9s)
CRC VERIFIED 315392/356616 (19.9s)
CRC VERIFIED 319488/356616 (19.9s)
CRC VERIFIED 323584/356616 (20.0s)
CRC VERIFIED 327680/356616 (20.0s)
CRC VERIFIED 331776/356616 (20.0s)
CRC VERIFIED 335872/356616 (20.0s)
CRC VERIFIED 339968/356616 (20.0s)
CRC VERIFIED 344064/356616 (20.0s)
CRC VERIFIED 348160/356616 (20.0s)
CRC VERIFIED 352256/356616 (20.1s)
CRC VERIFIED 356352/356616 (20.1s)
CRC VERIFIED 356616/356616 (20.1s)
STAGE Bluetooth NVDS 0x50180000 40
CRC VERIFIED 40/40 (20.1s)
STAGE Wi-Fi calibration 0x50190000 2376
CRC VERIFIED 2376/2376 (20.2s)
PASS: FULL IMAGE, TWO FIRMWARE CRCs AND DTB VERIFIED
booti 40400000 - 48300000

Fdt Ramdisk skip relocation

## Flattened Device Tree blob at 0x48300000

   Booting using the fdt blob at 0x48300000

   Using Device Tree in place at 0000000048300000, end 0000000048326532

No resource file: logo_kernel.bmp

VP0 fail to load kernel logo

## reserved-memory:

  ramoops@40110000: addr=40110000 size=e0000

Adding bank: 0x40200000 - 0x48400000 (size: 0x08200000)

Adding bank: 0x49400000 - 0x100000000 (size: 0xb6c00000)

Adding bank: 0x100000000 - 0x140000000 (size: 0x40000000)

Total: 295694.658/296047.634 ms



Starting kernel ...



- Ready to Boot Primary CPU

RK3576 HCR_EL2=0000000008000032

RK3576 SCTLR_EL1=0000000030d00800

- Boot from EL2

- Boot from EL1

- Boot to C runtime for OS Initialize

[CPU0] arm64_chip_boot: RK3576: MMU enabled

[CPU0] rk3576_uart6_initialize: UART6 M0: 115200 8N1, internal loopback PASS, IRQ114 ttyS1

I/TC: Secondary CPU 1 initializing


I
/TC: Secondary CPU 1 switching to normal world boot

NuttIS/TC: Secondary CPU 4 initializing

hI/TC: Secondary CPU 4 switching to normal world boot

- Ready toI/TC: Secondary CPU 2 initializing

 Boo- tI/TC: Secondary CPU 2 switching to normal world boot

R eSeacdoy nI/TC: Secondary CPU 5 initializing

-dt o  RBCPoUeo
t
 RaSKe3dc5yo7n dI/TC: Secondary CPU 5 switching to normal world boot

 t6 CoI/TC: Secondary CPU 3 initializing

H PBCU-
oR I/TC: Secondary CPU 3 switching to normal world boot

o_R
tReELaK 3d25=ySe07 ct06I/TC: Secondary CPU 6 initializing

-o0 o Hn 00BCRdeoR0a _0o0EdtyCL0 S P2I/TC: Secondary CPU 6 switching to normal world boot

e0=Ut0oc0 
0o0
B00n0R0do0o 0K3C02
0Pt
U5 0I/TC: Secondary CPU 7 initializing

0
7SR-
K 0e6RRc03oe 05KHn0a375d0Cd6R 70y C0 6S_tPC 
EI/TC: Secondary CPU 7 switching to normal world boot

UL
HTo
 LC2RRK=BR
0_o_30ER5oL7KE0t 32L60=S1 5e7-0=S0c6C0 00T00 0RoLen000d0R0aH00_00d C0E00Cy0P L0R_00U0t1o0E=0
3 L
0020R0B00Kd0o0=00030o02t000
50 70800
0S00R6
e 
K0000
33HRc05
o0CK70R3n-d5d_00 67  0EB06C8o0SLPC20 0o0S0UtT=C 
0
L00T
0
fR_rRL-0Eo0KR2 
m0LB3_o
1 05Eo7L=ER0KLt0061203  =050H0
frC
0700o00R060m00_000E  S0E0L0LC0020
=02T3
30
0R0
dL0KdR000300_500E88L07000106
=0 00
S

C0-0-T00 B0L0 0oBR00o_0o0oEt0t L0010f 
=f3
rro0R0oK0dmm300  500E807ELL60000 22
S
0

C

3T0-dL0R _B0E8oL0o1t0
 =f0
-r0o0 Bm0o0o0 0tE L032fr0
od
m00 8E0L20



- Boote from ELl2

l (NSH)

nsh> [K- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime f-or  BoOoSt  Intoi tCi alriunztei
m
e for OS Initialize


PASS: REAL K7 NSH
